epoch,train_loss,train_acc,val_loss,val_acc
1,0.6909125745296478,0.54296875,0.6898074480203482,0.6307692307692307
2,0.675364300608635,0.5625,0.6906892528900733,0.6307692307692307
3,0.6520956307649612,0.58203125,0.6905348878640395,0.6307692307692307
4,0.626997634768486,0.65234375,0.6902863392463097,0.6307692307692307
5,0.6161882430315018,0.66796875,0.6903371169016912,0.6307692307692307
6,0.5961839556694031,0.70703125,0.6901027514384344,0.6307692307692307
7,0.5594795942306519,0.7578125,0.6903168751643254,0.6307692307692307
8,0.5691556185483932,0.7265625,0.6908778630770169,0.6307692307692307
9,0.5390661209821701,0.76171875,0.6928785094848046,0.6307692307692307
10,0.5344735234975815,0.7578125,0.695261918581449,0.36923076923076925
11,0.5686980485916138,0.72265625,0.6997657042283278,0.36923076923076925
12,0.5459691435098648,0.734375,0.7082989711027879,0.36923076923076925
13,0.49637459963560104,0.76171875,0.7160199330403254,0.36923076923076925
14,0.5107500180602074,0.76953125,0.7225180387496948,0.36923076923076925
15,0.5044242590665817,0.78515625,0.7169610326106731,0.36923076923076925
16,0.5279258787631989,0.74609375,0.7096395886861361,0.36923076923076925
17,0.48405953496694565,0.7734375,0.6886678970777071,0.6461538461538462
18,0.4782102480530739,0.796875,0.6713243860464829,0.6307692307692307
19,0.4761968329548836,0.80859375,0.6573348751434913,0.6307692307692307
20,0.4812096133828163,0.76953125,0.6589630585450392,0.6307692307692307
21,0.4539444223046303,0.79296875,0.6549034347900977,0.6307692307692307
22,0.46693873405456543,0.80859375,0.664690832908337,0.6307692307692307
23,0.46381327509880066,0.80859375,0.7140341630348792,0.4461538461538462
24,0.45285219699144363,0.8046875,0.8462785042249239,0.36923076923076925
25,0.4253266677260399,0.828125,0.8531964925619272,0.36923076923076925
26,0.42865893244743347,0.81640625,0.684973327930157,0.5692307692307692
27,0.41595911234617233,0.8203125,0.7101616217539861,0.5384615384615384
28,0.4067067727446556,0.8125,0.7929733147987953,0.4461538461538462
29,0.3694147914648056,0.8671875,0.8241636927311237,0.4461538461538462
30,0.40356624871492386,0.84375,0.6650428689443149,0.5076923076923077
31,0.41499510407447815,0.84765625,0.6576398354310256,0.6615384615384615
32,0.39504218101501465,0.8359375,0.7326999326164906,0.6307692307692307
33,0.36987727135419846,0.87890625,0.7003210017314324,0.6461538461538462
34,0.3907109200954437,0.84765625,0.6703747829565635,0.6615384615384615
35,0.40546688437461853,0.8515625,0.7241747291042254,0.6307692307692307
36,0.3863263726234436,0.83203125,0.9823868743215616,0.6307692307692307
37,0.3712896928191185,0.84765625,1.1936822729901626,0.6307692307692307
38,0.3430106043815613,0.88671875,1.405738497375009,0.6307692307692307
39,0.35254674032330513,0.8515625,1.3398143485546685,0.6307692307692307
40,0.33879978209733963,0.8671875,1.1050670835834282,0.6307692307692307
41,0.35183803737163544,0.8515625,0.9858488630503416,0.6153846153846154
42,0.3365508243441582,0.86328125,0.7642961663695482,0.6461538461538462
43,0.3033822998404503,0.90234375,0.6487713114573406,0.676923076923077
44,0.30979400873184204,0.921875,0.7242662515204686,0.6615384615384615
45,0.3274849131703377,0.8671875,0.6344872094117678,0.676923076923077
46,0.346146397292614,0.85546875,0.6981125813264113,0.6153846153846154
47,0.307732030749321,0.88671875,0.9621884721976061,0.5384615384615384
48,0.3016722649335861,0.90234375,0.9935246889407818,0.5076923076923077
49,0.28911173716187477,0.91796875,0.9639552409832294,0.5230769230769231
50,0.28457121551036835,0.90625,0.8417737341844118,0.5384615384615384
51,0.2967183142900467,0.90625,0.785423827629823,0.5384615384615384
52,0.32158616930246353,0.86328125,0.7286267812435444,0.6
53,0.2787229083478451,0.90625,0.7009192581360156,0.6307692307692307
54,0.2791808769106865,0.9296875,0.6969172136141704,0.7230769230769231
55,0.3074689656496048,0.87109375,0.698191855274714,0.7076923076923077
56,0.26325374096632004,0.90625,0.7063927934719966,0.6923076923076923
57,0.24822266399860382,0.93359375,0.6914506710492647,0.7076923076923077
58,0.2860102765262127,0.91015625,0.6911012931511953,0.6923076923076923
59,0.2888469398021698,0.8828125,0.7324044589812939,0.6
60,0.27457907050848007,0.8984375,0.8077950656414032,0.5538461538461539
61,0.2969980053603649,0.87109375,0.811149156322846,0.5384615384615384
62,0.2903076410293579,0.87109375,0.8009088119635215,0.5230769230769231
63,0.28311146050691605,0.90625,0.8094784367543001,0.5230769230769231
64,0.3235764801502228,0.87109375,0.8588828531595377,0.5384615384615384
65,0.24466678500175476,0.9296875,0.9486167430877686,0.5538461538461539
66,0.231242835521698,0.9375,1.0076408395400414,0.5230769230769231
67,0.28592944890260696,0.8984375,1.0682917063052837,0.5076923076923077
68,0.2681558057665825,0.87890625,1.018554320702186,0.5076923076923077
69,0.26391997933387756,0.89453125,0.8885382927381076,0.5538461538461539
